policy_number;start_date;end_date;cancellation_date;premium;discount;year
8337;08.04.2018;08.04.2019;08.04.2019;437,1063052;0,443139325;2018
8338;04.04.2019;04.04.2020;;387,511534;8,37817639;2019
8339;06.11.2018;09.07.2019;;193,4708356;0,240922828;2018
8340;02.04.2019;22.01.2020;;529,6263973;0,811740671;2019
8341;30.08.2019;30.08.2020;;329,72958;0,375963531;2019
8342;17.05.2018;17.01.2019;;263,5403406;15,01178542;2018
8343;05.08.2018;05.08.2019;05.08.2019;400,9560744;0,891887784;2018
8344;14.09.2018;14.09.2019;;334,9990533;0,498986058;2018
8345;25.06.2016;25.06.2017;25.06.2017;268,4184731;0,018919445;2016
8346;02.07.2017;02.07.2018;02.07.2018;197,0535314;2,545992288;2017
8348;26.02.2019;26.02.2020;;276,6356971;0,655458195;2019
8349;29.05.2016;29.05.2017;;144,0329166;5,586919508;2016
8351;28.10.2017;28.10.2018;22.06.2018;286,6328894;0,040634895;2017
8353;22.10.2018;22.10.2019;22.10.2019;274,0814245;0,509911992;2018
8354;29.03.2019;29.03.2020;;269,7784174;9,285157075;2019
8355;09.06.2019;09.06.2020;;528,6474678;10,25894723;2019
8356;16.01.2019;16.01.2020;30.09.2019;470,6379051;10,44430402;2019
8357;16.03.2016;16.03.2017;16.03.2017;239,5104013;0,859654526;2016
8358;28.07.2018;28.07.2019;;294,7870075;0,92258028;2018
8359;28.10.2017;18.04.2018;18.04.2018;383,123495;0,198257463;2017
8361;19.03.2016;19.03.2017;19.03.2017;315,8567996;0,928325032;2016
8362;13.06.2016;13.06.2017;13.06.2017;315,7062304;0,538914955;2016
8365;13.05.2018;18.02.2019;18.02.2019;295,3873447;0,996512749;2018
8366;20.05.2019;20.05.2020;;224,7351165;0,938809042;2019
8367;22.12.2016;22.12.2017;22.12.2017;248,9416308;0,746558901;2016
8368;12.07.2016;12.07.2017;12.07.2017;276,0281435;0,234781098;2016
8369;26.10.2016;26.10.2017;12.08.2017;231,8590545;0,034560484;2016
8370;12.01.2019;12.01.2020;;271,812176;0,509931551;2019
8372;18.02.2017;18.02.2018;18.02.2018;290,8667068;0,335904987;2017
8373;26.03.2017;26.03.2018;26.03.2018;202,5475365;0,523731248;2017
8374;08.06.2017;08.06.2018;;301,2914538;16,28153923;2017
8375;02.08.2018;02.08.2019;;254,3433305;12,13015175;2018
8376;08.02.2016;08.02.2017;08.02.2017;262,8226319;0,245226461;2016
8378;15.06.2018;15.06.2019;15.06.2019;620,9786658;0,577468195;2018
8379;30.09.2018;30.09.2019;30.09.2019;429,009653;5,848394607;2018
8380;24.02.2016;24.02.2017;24.02.2017;341,5374802;0,307921527;2016
8381;30.07.2019;30.07.2020;;284,6250299;0,462884448;2019
8382;07.01.2017;07.01.2018;07.01.2018;172,5320821;1,083808748;2017
8384;27.03.2019;27.03.2020;;259,3647725;0,121766623;2019
8385;13.08.2016;13.08.2017;13.08.2017;299,3901656;3,49006423;2016
8386;20.03.2018;20.03.2019;20.03.2019;218,9573662;0,503541243;2018
8387;21.03.2018;21.03.2019;13.01.2019;303,9256692;15,50404597;2018
8388;18.09.2017;18.09.2018;18.09.2018;336,2641079;0,167889053;2017
8389;14.05.2016;14.05.2017;14.05.2017;448,8248513;0,042784158;2016
8390;23.10.2017;23.10.2018;11.01.2018;170,3205251;25,84796863;2017
8392;04.12.2016;04.12.2017;04.12.2017;462,3325892;0,686841964;2016
8394;11.02.2017;11.02.2018;11.02.2018;266,8810922;1,192145033;2017
8395;19.05.2016;19.05.2017;28.02.2017;198,5432334;5,380653185;2016
8396;18.02.2019;18.02.2020;;195,9826473;32,53465324;2019
8398;24.07.2017;24.07.2018;;251,5060552;1,884305121;2017
8399;08.02.2017;08.02.2018;08.02.2018;382,8176098;0,018899961;2017
8400;09.10.2017;09.10.2018;;193,8173246;0,316355547;2017
8403;19.04.2017;19.04.2018;19.04.2018;204,5498694;21,24315803;2017
8404;21.08.2016;21.08.2017;;291,5919237;0,747887455;2016
8405;01.04.2019;01.04.2020;;361,4644027;0,813861855;2019
8406;07.04.2017;07.04.2018;;295,3964303;0,779048815;2017
8407;08.06.2016;08.06.2017;08.06.2017;224,9624134;0,149585384;2016
8408;28.09.2019;28.09.2020;;209,7401069;0,106387457;2019
8410;31.10.2017;31.10.2018;31.10.2018;388,104745;30,15997036;2017
8411;29.03.2019;29.03.2020;29.09.2019;721,3409962;0,348801748;2019
8412;30.04.2017;30.04.2018;30.04.2018;151,4019144;0,655450139;2017
8413;03.10.2017;03.10.2018;;228,6346906;5,257801712;2017
8416;03.02.2019;03.02.2020;;285,0806898;0,311646614;2019
8417;24.03.2016;24.03.2017;;397,2698707;0,54675297;2016
8418;21.08.2019;21.08.2020;;476,0130546;0,496739594;2019
8419;19.05.2019;19.05.2020;;270,378127;0,851955811;2019
8420;07.01.2019;07.01.2020;;236,8583898;20,1998544;2019
8421;19.08.2018;19.08.2019;;273,6065843;26,9353273;2018
8422;10.09.2016;10.09.2017;;206,4030008;0,47415428;2016
8423;09.06.2016;07.06.2017;07.06.2017;397,145626;20,69646283;2016
8424;06.05.2019;06.05.2020;;384,7417308;0,338139246;2019
8425;20.12.2018;20.12.2019;22.07.2019;493,5114181;1,251381177;2018
8426;17.07.2017;16.03.2018;21.07.2017;462,0520646;5,337658179;2017
8427;02.04.2018;02.04.2019;02.04.2019;730,9540812;12,12415995;2018
8428;10.07.2016;10.07.2017;;584,966304;0,793683209;2016
8429;10.05.2019;10.05.2020;;275,4714203;0,784419027;2019
8430;07.11.2017;05.03.2018;05.03.2018;273,7717881;0,279455686;2017
8431;30.11.2016;30.11.2017;30.11.2017;273,0851342;2,073851151;2016
8432;19.09.2019;19.09.2020;;349,7589227;0,233480358;2019
8433;24.04.2016;24.04.2017;24.04.2017;362,2877832;0,777216591;2016
8434;27.10.2017;27.10.2018;27.10.2018;276,4650401;12,01659105;2017
8435;24.11.2018;24.11.2019;24.11.2019;276,1689928;0,925691194;2018
8436;05.07.2016;05.07.2017;05.07.2017;201,5835686;1,74992358;2016
8440;09.07.2018;09.07.2019;;349,7097794;0,73719332;2018
8441;16.09.2019;16.09.2020;;446,5700436;0,054942554;2019
8442;14.06.2018;13.04.2019;13.04.2019;441,7008278;0,093762307;2018
8443;07.06.2019;07.06.2020;;999,2149495;0,137310467;2019
8444;13.12.2016;13.12.2017;;334,1059416;0,131609699;2016
8445;16.05.2019;16.05.2020;;325,8423267;15,71442501;2019
8446;20.10.2019;20.10.2020;;289,9274045;5,414768559;2019
8447;26.02.2018;26.02.2019;;395,5139246;0,997658807;2018
8448;07.06.2018;07.06.2019;07.06.2019;313,478521;5,691883072;2018
8449;04.04.2016;04.04.2017;04.04.2017;325,6834236;4,213660684;2016
8452;11.02.2018;10.08.2018;29.04.2018;534,1668938;5,031795349;2018
8453;14.10.2018;26.11.2018;;298,268181;7,660364359;2018
8454;14.04.2017;22.04.2017;22.04.2017;552,9880926;0,006737547;2017
8455;15.07.2017;10.08.2017;10.08.2017;190,1751659;0,32165993;2017
8456;31.08.2017;31.08.2018;31.08.2018;334,0460052;18,34064842;2017
8457;12.03.2016;12.03.2017;12.03.2017;227,2595811;0,381911196;2016
8458;20.09.2019;20.09.2020;;307,4695328;2,897288617;2019
8459;15.09.2017;15.09.2018;15.09.2018;295,8640008;10,21424378;2017
8460;07.06.2017;07.06.2018;07.06.2018;617,2922043;0,880933117;2017
8461;11.02.2019;31.01.2020;;344,609665;24,51968446;2019
8462;25.02.2018;25.02.2019;;270,8497998;5,467642937;2018
8463;05.08.2018;05.08.2019;;274,1921983;0,040330552;2018
8464;14.10.2017;14.10.2018;14.10.2018;246,9150227;15,54774977;2017
8465;21.11.2018;21.11.2019;;397,9563951;0,397570806;2018
8466;29.12.2017;29.12.2018;;228,8140512;10,01876048;2017
8467;14.01.2019;14.01.2020;;375,5158673;0,15445731;2019
8468;05.01.2019;05.01.2020;;440,0788825;2,262403573;2019
8469;08.08.2017;08.08.2018;;250,3866884;0,364701908;2017
8470;27.10.2016;27.10.2017;06.02.2017;327,553245;0,644295324;2016
8471;29.09.2018;29.09.2019;;319,7362363;6,688750247;2018
8472;17.08.2016;17.08.2017;17.08.2017;335,6802499;5,028040944;2016
8473;09.01.2018;09.01.2019;09.01.2019;385,6166632;0,033871167;2018
8474;22.05.2018;22.05.2019;22.05.2019;351,9130563;3,323374831;2018
8476;24.05.2017;24.05.2018;;334,348915;3,973155337;2017
8482;26.09.2017;26.09.2018;;778,4732793;14,78467043;2017
8483;03.04.2017;03.04.2018;;247,1509899;5,113956127;2017
8484;14.03.2017;14.03.2018;14.03.2018;378,2203255;7,461238426;2017
8485;21.11.2017;21.11.2018;;280,5025351;0,970165102;2017
8488;17.11.2019;17.11.2020;;264,0597803;13,03460752;2019
8489;16.12.2018;16.12.2019;;574,7949244;5,73180888;2018
8490;28.12.2016;28.12.2017;28.12.2017;260,8693318;0,705754511;2016
8492;15.05.2017;23.11.2017;27.07.2017;353,2008734;0,559043098;2017
8493;26.06.2019;26.06.2020;;531,5336377;3,226589429;2019
8494;06.07.2016;06.07.2017;06.07.2017;323,3377632;0,547045108;2016
8495;30.06.2019;30.06.2020;30.11.2019;548,0987046;8,180462823;2019
8496;17.10.2016;17.10.2017;17.10.2017;294,0917197;0,873371091;2016
8497;06.10.2016;06.10.2017;06.10.2017;307,7300137;0,735310141;2016
8498;21.01.2017;21.01.2018;21.01.2018;447,3703517;15,52604122;2017
8499;27.04.2017;27.04.2018;27.04.2018;667,5460338;0,198928558;2017
8501;09.07.2017;09.07.2018;;262,0988863;0,121241841;2017
8503;30.05.2017;30.05.2018;30.05.2018;242,7610609;0,861094675;2017
8504;09.10.2018;09.10.2019;;322,4804073;0,677893306;2018
8505;27.04.2016;27.04.2017;27.04.2017;222,236897;0,824324103;2016
8506;24.06.2016;24.06.2017;24.06.2017;220,5687742;10,59667306;2016
8507;28.09.2017;28.09.2018;;341,0392294;0,588877761;2017
8508;10.04.2016;10.04.2017;10.04.2017;169,5912903;0,616682817;2016
8509;22.12.2017;10.04.2018;10.04.2018;254,9880928;1,708846595;2017
8510;10.10.2016;10.10.2017;10.10.2017;468,5379956;0,25547007;2016
8511;26.01.2016;26.01.2017;26.01.2017;417,6985478;0,619672468;2016
8512;27.04.2017;27.04.2018;27.04.2018;412,3609363;5,948442861;2017
8513;30.12.2016;30.12.2017;30.12.2017;325,9704472;0,287643672;2016
8514;07.07.2016;07.07.2017;07.07.2017;334,9396425;0,409439734;2016
8515;29.11.2018;29.11.2019;;253,0529214;0,033713134;2018
8516;30.04.2018;30.04.2019;;327,7430931;0,467290041;2018
8517;31.05.2016;31.05.2017;31.05.2017;229,9172677;0,075330716;2016
8518;23.05.2018;23.05.2019;;414,9517909;0,765290963;2018
8519;18.05.2019;18.05.2020;;429,6480707;0,215689665;2019
8520;27.07.2017;27.07.2018;;293,2357448;0,65513477;2017
8521;19.09.2017;19.09.2018;19.09.2018;527,3537411;0,868843466;2017
8522;31.01.2017;31.01.2018;;290,2634295;0,06186546;2017
8528;10.11.2017;23.04.2018;23.04.2018;478,5677258;20,84968367;2017
8529;30.06.2017;30.06.2018;30.06.2018;660,5292946;8,314973818;2017
8530;30.10.2017;30.10.2018;23.11.2017;341,4234841;4,254457657;2017
8532;20.12.2017;20.12.2018;20.12.2018;429,2526129;0,992965338;2017
8533;06.04.2017;06.04.2018;06.04.2018;289,9016082;0,40786705;2017
8534;02.03.2018;02.03.2019;;247,0792911;15,47924303;2018
8535;23.02.2017;23.02.2018;23.02.2018;226,4632584;0,879117926;2017
8536;31.05.2019;31.05.2020;;334,2484123;5,229801734;2019
8537;10.02.2019;10.02.2020;;644,8132511;0,737051384;2019
8538;28.12.2017;28.12.2018;;209,5682312;14,23976007;2017
8539;02.08.2017;02.08.2018;;369,7480204;0,080606871;2017
8543;29.10.2017;29.10.2018;29.10.2018;380,6075952;0,161448806;2017
8544;29.11.2019;14.05.2020;;368,8416636;6,132621447;2019
8545;03.03.2018;03.03.2019;03.03.2019;532,028224;0,382607798;2018
8546;23.07.2019;23.07.2020;;434,0684209;0,40921654;2019
8547;04.12.2018;04.12.2019;;562,0495114;19,86899396;2018
8548;18.02.2019;18.02.2020;;301,5111918;9,543044074;2019
8549;27.09.2017;27.09.2018;22.03.2018;403,2290406;0,01606795;2017
8550;09.10.2016;09.10.2017;09.10.2017;338,1106787;0,72222693;2016
8551;15.02.2018;15.02.2019;;513,6257962;15,48531507;2018
8552;10.11.2016;10.11.2017;10.11.2017;263,5883898;5,42959361;2016
8553;26.06.2017;26.06.2018;26.06.2018;531,5084591;0,818711596;2017
8554;03.04.2017;03.04.2018;03.04.2018;594,7402252;5,379024998;2017
8555;20.01.2016;20.01.2017;20.01.2017;359,2980303;0,378733975;2016
8556;28.01.2018;28.01.2019;;498,4519132;0,391022413;2018
8557;17.09.2017;17.09.2018;25.11.2017;615,9901766;0,967697219;2017
8558;06.05.2017;06.05.2018;;323,9064704;32,11003363;2017
8559;12.06.2016;12.06.2017;12.06.2017;207,681888;0,367902357;2016
8560;26.11.2018;26.11.2019;15.04.2019;788,654708;7,995830068;2018
8562;05.04.2017;05.04.2018;;278,2064146;5,013035167;2017
8563;05.02.2018;05.02.2019;;342,6849311;5,190656397;2018
8564;30.03.2016;30.03.2017;;273,5522644;0,74358829;2016
8565;27.06.2019;27.06.2020;;398,3023507;4,976782363;2019
8566;17.10.2017;17.10.2018;17.10.2018;358,4627785;0,198750015;2017
8567;16.08.2017;16.08.2018;;250,4245238;9,984114327;2017
8568;04.11.2018;04.11.2019;;399,3868204;0,202150125;2018
8569;30.08.2019;30.08.2020;;190,4477272;0,818020386;2019
8570;03.02.2017;28.02.2017;28.02.2017;261,141019;2,738840437;2017
8572;12.03.2018;12.03.2019;;411,5819553;16,61108821;2018
8573;12.06.2017;12.06.2018;12.06.2018;304,1822067;0,27852787;2017
8575;03.02.2019;16.01.2020;;536,9087859;0,208743212;2019
8576;09.05.2016;09.05.2017;09.05.2017;536,5858282;0,683994541;2016
8577;28.07.2016;28.07.2017;28.07.2017;613,1851475;0,823628652;2016
8578;16.07.2017;16.07.2018;16.07.2018;492,6818918;0,340922799;2017
8579;24.02.2018;24.02.2019;24.02.2019;248,5952961;0,691384688;2018
8580;29.10.2019;29.10.2020;;631,8665585;5,276567773;2019
8581;01.12.2017;01.12.2018;01.12.2018;202,4898993;0,958970304;2017
8582;19.10.2019;19.10.2020;;227,4453829;28,85115087;2019
8583;25.11.2017;25.11.2018;;325,1469513;5,239665376;2017
8584;22.12.2019;22.12.2020;;423,4338142;29,66802295;2019
8585;21.04.2018;21.04.2019;21.04.2019;438,3656671;22,08061313;2018
8587;10.08.2018;07.08.2019;26.08.2018;388,682852;0,530260279;2018
8588;02.10.2016;02.10.2017;02.10.2017;493,4364959;0,511913263;2016
8591;23.12.2018;23.12.2019;;485,609076;0,348144129;2018
8593;11.02.2018;11.02.2019;24.09.2018;156,9226256;16,2854392;2018
8594;06.09.2017;06.09.2018;;392,0857483;0,818942851;2017
8595;16.12.2016;16.12.2017;16.12.2017;875,1029936;0,735278669;2016
8596;18.01.2017;18.01.2018;18.01.2018;226,9209111;0,25306693;2017
8597;23.05.2017;23.05.2018;23.05.2018;544,2732092;0,64779654;2017
8598;15.09.2018;15.09.2019;;294,7769766;8,169139323;2018
8599;29.01.2017;29.01.2018;29.01.2018;176,5304064;0,638894503;2017
8600;27.11.2017;27.11.2018;;368,2692696;0,658055728;2017
8601;16.06.2016;16.06.2017;;360,7351815;0,171345849;2016
8602;20.05.2018;20.05.2019;;305,1605966;6,543817474;2018
8603;23.12.2018;23.12.2019;;245,9828061;17,44015352;2018
8604;01.06.2016;01.06.2017;01.06.2017;275,9562702;0,151338668;2016
8608;05.03.2018;05.03.2019;;446,2567402;15,97223217;2018
8609;12.12.2016;12.12.2017;12.12.2017;395,6918036;5,865462099;2016
8610;12.01.2019;12.01.2020;;321,0589473;5,041566839;2019
8611;10.02.2017;10.02.2018;17.03.2017;391,5635164;3,164779079;2017
8612;24.11.2018;24.11.2019;;493,4318439;15,09478707;2018
8613;23.03.2019;23.03.2020;;787,1673125;5,116928111;2019
8614;20.11.2018;04.08.2019;;232,4678132;0,995789221;2018
8615;07.06.2019;07.06.2020;;826,6741916;0,967644091;2019
8616;14.10.2019;14.10.2020;;314,4991516;0,508260217;2019
8617;26.11.2017;01.09.2018;01.09.2018;295,7146796;0,321085706;2017
8618;15.05.2019;15.05.2020;;681,7661319;8,815571664;2019
8619;26.11.2017;10.07.2018;10.07.2018;347,0798875;10,53776315;2017
8620;03.08.2019;03.08.2020;;530,523291;0,368856409;2019
8621;11.12.2018;11.12.2019;11.12.2019;466,8761553;0,159709652;2018
8622;16.02.2019;16.02.2020;;233,025112;0,266767219;2019
8623;25.02.2018;31.08.2018;;260,0054095;0,705554904;2018
8624;29.07.2019;29.07.2020;;402,9652202;0,062307357;2019
8625;03.05.2019;03.05.2020;;637,6460713;0,41273733;2019
8626;15.11.2018;15.11.2019;;934,6867294;9,048433885;2018
8627;11.03.2018;10.02.2019;10.02.2019;288,1835429;0,760336886;2018
8628;29.06.2018;28.09.2018;;769,8077009;2,352912683;2018
8629;27.11.2017;27.11.2018;;603,5959757;0,682312358;2017
8630;24.03.2018;25.03.2018;25.03.2018;329,2071531;25,51399049;2018
8631;07.06.2018;07.06.2019;07.06.2019;610,3834837;0,541806234;2018
8632;31.07.2019;31.07.2020;;277,0033356;6,740716909;2019
8633;26.04.2019;26.04.2020;;436,9710958;0,404325337;2019
8634;12.08.2019;12.08.2020;;270,1452663;0,650179841;2019
8635;03.12.2018;03.12.2019;;272,829924;0,993259067;2018
8636;30.12.2018;30.12.2019;;208,9394269;0,347162078;2018
8637;14.02.2019;29.01.2020;;377,9053937;0,326780549;2019
8638;27.06.2018;27.06.2019;;269,8444552;3,890245066;2018
8639;19.02.2018;19.02.2019;19.02.2019;364,1629275;15,98479764;2018
8640;24.09.2018;28.04.2019;;418,157095;0,709007362;2018
8641;28.01.2018;28.01.2019;28.01.2019;295,9048031;0,862750462;2018
8643;28.09.2019;28.09.2020;;303,681215;0,371261429;2019
8644;13.10.2018;13.10.2019;;762,6583455;0,619749566;2018
8645;09.03.2018;09.03.2019;09.03.2019;965,0979882;2,540617242;2018
8646;28.08.2018;28.08.2019;;634,6175418;17,57582836;2018
8647;24.08.2017;24.08.2018;24.08.2018;426,1825301;10,49450685;2017
8648;22.08.2018;22.08.2019;;431,6924844;0,252060656;2018
8649;11.06.2016;11.06.2017;11.06.2017;257,9386736;0,370904905;2016
8650;10.09.2017;10.09.2018;10.09.2018;632,5944667;19,31404954;2017
8651;07.10.2018;07.10.2019;07.10.2019;360,2174913;12,93491824;2018
8652;11.12.2018;11.12.2019;;291,9743104;10,31318289;2018
8653;21.11.2019;20.06.2020;;352,5528097;7,676231922;2019
8654;28.01.2019;28.01.2020;;384,8687072;25,58889579;2019
8655;22.11.2016;22.11.2017;;724,7152007;0,049213639;2016
8657;08.11.2017;08.11.2018;14.12.2017;341,4886034;0,139305047;2017
8658;16.09.2016;16.09.2017;;285,3326886;0,194331552;2016
8659;29.12.2016;29.12.2017;29.12.2017;487,1876538;0,734935081;2016
8660;31.05.2018;31.05.2019;31.05.2019;519,6748146;9,681448114;2018
8661;02.03.2019;02.03.2020;;227,1844301;0,087728258;2019
8662;22.10.2017;22.10.2018;22.10.2018;340,1080969;0,40052895;2017
8663;09.04.2016;09.04.2017;09.04.2017;203,7225092;12,73601836;2016
8664;03.08.2019;14.07.2020;04.08.2019;243,6019129;12,76637645;2019
8665;06.02.2017;14.04.2017;;270,6377517;0,8992616;2017
8666;10.08.2018;10.08.2019;;410,3397524;3,616914111;2018
8667;02.07.2017;28.04.2018;;239,1670809;0,687813703;2017
8668;30.06.2019;30.06.2020;;200,2980126;0,085459354;2019
8670;12.10.2019;12.10.2020;;400,5916422;0,045750147;2019
8671;21.07.2018;21.07.2019;;200,8912905;12,93687456;2018
8672;15.04.2016;15.04.2017;15.04.2017;513,4800161;0,296030103;2016
8673;19.07.2018;19.07.2019;12.03.2019;308,0721472;2,271422176;2018
8674;08.02.2018;08.02.2019;;222,4042817;1,12533809;2018
8675;16.10.2019;16.10.2020;;252,9494191;0,437314398;2019
8676;04.08.2016;04.08.2017;04.08.2017;454,2291241;0,284693433;2016
8677;02.09.2019;02.09.2020;;371,0761295;0,455169181;2019
8680;18.02.2016;18.02.2017;18.02.2017;287,5438282;0,616014367;2016
8681;15.12.2017;15.12.2018;;299,1616907;14,69484099;2017
8682;10.10.2016;10.10.2017;10.10.2017;328,4749496;0,154534643;2016
8683;11.01.2019;11.01.2020;;170,4404646;0,282157329;2019
8684;06.07.2018;06.07.2019;;144,4193383;20,51231948;2018
8685;07.12.2016;07.12.2017;07.12.2017;335,8933362;0,59826271;2016
8686;19.07.2017;19.07.2018;;133,0490035;30,13931171;2017
8687;15.05.2017;15.05.2018;15.05.2018;290,8778958;0,816714097;2017
8688;18.03.2018;18.03.2019;;287,2067394;0,18895372;2018
8689;20.02.2017;20.02.2018;20.02.2018;528,227641;0,915369492;2017
8690;20.03.2017;20.03.2018;20.03.2018;333,8946763;0,637452668;2017
8691;22.10.2016;22.10.2017;22.10.2017;700,7941307;5,578284321;2016
8692;06.07.2017;06.07.2018;06.07.2018;357,1725705;25,89762339;2017
8693;11.03.2019;01.08.2019;;387,0005883;5,598081537;2019
8694;07.03.2017;07.03.2018;07.03.2018;445,5042289;0,603119064;2017
8695;19.10.2018;19.10.2019;;285,780176;10,4284167;2018
8696;15.03.2016;15.03.2017;15.03.2017;239,5623992;5,073820815;2016
8698;25.09.2018;25.09.2019;;231,4348198;7,966885796;2018
8699;17.02.2018;17.02.2019;;744,1013455;3,136547541;2018
8700;15.05.2019;15.05.2020;;339,8901898;5,667806887;2019
8701;12.03.2018;12.03.2019;;782,3859212;0,095130927;2018
8702;30.12.2017;30.12.2018;30.12.2018;501,8168312;0,935269926;2017
8703;21.10.2018;21.10.2019;;367,0823531;0,450580413;2018
8704;24.05.2019;24.05.2020;;206,7056585;10,25654211;2019
8705;21.12.2019;21.12.2020;;275,5152924;0,829440718;2019
8706;17.06.2018;31.12.2018;;605,9480931;35,63262591;2018
8707;09.06.2017;09.06.2018;;168,5677915;17,76371237;2017
8708;18.07.2017;18.07.2018;18.07.2018;597,1170616;15,1675178;2017
8711;03.01.2017;03.01.2018;03.01.2018;253,6739198;0,401601527;2017
8712;02.08.2019;02.08.2020;;490,4157887;15,96535912;2019
8713;19.03.2017;19.03.2018;19.03.2018;429,8513652;5,431854035;2017
8714;06.12.2018;06.12.2019;26.01.2019;252,8413427;3,444218954;2018
8715;14.12.2019;14.12.2020;;341,0146879;0,903202023;2019
8716;01.08.2016;01.08.2017;01.08.2017;364,6236467;0,459221739;2016
8717;20.05.2017;20.05.2018;20.05.2018;281,0374252;0,444458644;2017
8718;09.07.2016;09.07.2017;09.07.2017;213,005909;40,20848551;2016
8719;21.12.2019;01.07.2020;;233,2442032;22,82910032;2019
8720;16.01.2018;16.01.2019;16.01.2019;291,9833656;0,092351377;2018
8721;18.01.2019;18.01.2020;16.09.2019;275,9556636;5,877090011;2019
8722;11.04.2019;11.04.2020;19.05.2019;733,5573968;0,288251478;2019
8723;03.08.2017;03.08.2018;;342,0795772;30,6070575;2017
8724;11.05.2017;11.05.2018;11.05.2018;207,2851885;0,516240636;2017
8725;10.06.2018;24.10.2018;;367,3356444;0,120478619;2018
8726;21.07.2018;21.07.2019;21.07.2019;519,0522557;0,220714887;2018
8727;16.10.2016;16.10.2017;16.10.2017;339,3879128;0,892928237;2016
8728;06.08.2018;30.08.2018;;653,3753339;0,276247767;2018
8729;19.06.2019;19.06.2020;;482,6770828;0,283756968;2019
8730;09.01.2019;09.01.2020;;483,297567;0,658771253;2019
8731;10.01.2018;10.01.2019;;255,8935349;0,854142254;2018
8732;11.06.2019;11.06.2020;;356,0867415;8,030215566;2019
8740;22.01.2017;22.01.2018;;337,7774773;15,20607884;2017
8741;14.03.2018;14.03.2019;;317,4951662;0,938907977;2018
8742;13.10.2016;13.10.2017;23.06.2017;280,1892096;10,29668479;2016
8743;11.03.2019;11.03.2020;;251,2735883;0,349993046;2019
8744;22.03.2016;22.03.2017;22.03.2017;484,9623219;0,477427168;2016
8745;05.03.2018;05.03.2019;25.11.2018;434,1300623;0,430307492;2018
8746;15.11.2019;15.11.2020;;382,4028406;0,484483621;2019
8747;16.12.2017;16.12.2018;;498,7562477;5,041307768;2017
8748;28.08.2016;06.08.2017;06.08.2017;339,5552684;10,17028064;2016
8749;21.12.2017;21.12.2018;21.12.2018;305,3220804;0,603970333;2017
8750;13.02.2017;13.02.2018;13.02.2018;392,2067121;0,993284174;2017
8751;16.05.2017;16.05.2018;16.05.2018;379,0365103;0,432283762;2017
8752;31.03.2018;31.03.2019;31.03.2019;315,1043617;0,688195968;2018
8753;23.05.2019;23.05.2020;;446,3323723;3,222338576;2019
8754;25.06.2017;19.04.2018;;266,7519065;0,811224084;2017
8755;22.04.2019;22.04.2020;;501,1637087;0,671953618;2019
8756;03.07.2017;15.01.2018;;522,6418862;8,279002298;2017
8757;30.07.2016;30.07.2017;30.07.2017;270,3799447;0,717754077;2016
8758;07.12.2016;07.12.2017;;442,5651299;0,488254283;2016
8759;04.03.2019;04.03.2020;;445,9117146;6,85462512;2019
8760;11.03.2019;11.03.2020;;339,2934413;15,79918193;2019
8764;21.09.2017;21.09.2018;21.09.2018;622,8278453;0,621476649;2017
8765;08.01.2018;08.01.2019;;220,8926812;15,34519806;2018
8766;11.12.2017;11.12.2018;11.12.2018;360,8493891;0,893150889;2017
8767;06.04.2018;06.04.2019;;374,101815;0,990689454;2018
8768;15.02.2016;15.02.2017;15.02.2017;333,3023343;0,844636493;2016
8769;17.07.2017;17.07.2018;17.07.2018;409,2047354;5,530870592;2017
8770;24.06.2018;24.06.2019;;614,3558681;0,723933544;2018
8771;27.07.2017;27.07.2018;19.11.2017;487,7281031;5,781713883;2017
8772;30.10.2018;30.10.2019;;469,9154481;5,83634058;2018
8773;10.09.2019;10.09.2020;13.12.2019;504,9620576;3,037370888;2019
8774;07.10.2017;01.03.2018;22.12.2017;445,7017523;2,609003058;2017
8775;18.01.2016;18.01.2017;18.01.2017;743,0495196;0,136288952;2016
8776;05.06.2017;05.06.2018;05.06.2018;445,0276726;2,929285871;2017
8777;17.06.2017;17.06.2018;17.06.2018;383,32489;0,57499407;2017
8778;14.12.2019;14.12.2020;;839,4543279;0,253501866;2019
8779;10.12.2017;10.12.2018;;539,1027555;6,918513775;2017
8780;23.01.2019;23.01.2020;;386,8325982;0,204363992;2019
8781;19.12.2018;19.12.2019;19.12.2019;314,3612311;7,004580795;2018
8782;21.06.2018;21.06.2019;;137,5605016;30,68242472;2018
8783;13.08.2016;13.08.2017;13.08.2017;182,9442738;0,696082843;2016
8784;20.06.2017;20.06.2018;23.09.2017;412,1342385;1,626325374;2017
8785;07.11.2016;01.04.2017;01.04.2017;333,5709213;10,23723429;2016
8786;28.02.2019;28.02.2020;;278,303526;12,6444635;2019
8787;29.10.2016;29.10.2017;;570,5452383;0,28537466;2016
8788;26.11.2018;30.04.2019;;361,7438461;5,827618965;2018
8789;09.11.2016;09.11.2017;09.11.2017;373,2982541;0,9297999;2016
8790;18.07.2017;18.07.2018;;542,0642337;14,35234842;2017
8791;21.12.2016;21.12.2017;21.12.2017;330,0396281;4,546306791;2016
8792;06.04.2018;06.04.2019;06.04.2019;270,7020072;0,607848354;2018
8793;16.12.2018;16.12.2019;;439,4259196;4,363358954;2018
8794;17.07.2018;17.07.2019;17.07.2019;276,6380106;0,66118407;2018
8795;25.03.2017;25.03.2018;25.03.2018;469,5738444;3,346822242;2017
